channel,campaign_network,day,network_cost,installs,revenue_total_cal_d1,revenue_total_cal_d2,revenue_total_cal_d3,revenue_total_cal_d4,revenue_total_cal_d5,revenue_total_cal_d6,revenue_total_cal_d7,revenue_total_cal_d8,revenue_total_cal_d9,revenue_total_cal_d10,revenue_total_cal_d11,revenue_total_cal_d12,revenue_total_cal_d13,revenue_total_cal_d14,revenue_total_cal_d15,revenue_total_cal_d16,revenue_total_cal_d17,revenue_total_cal_d18,revenue_total_cal_d19,revenue_total_cal_d20,revenue_total_cal_d21,revenue_total_cal_d22,revenue_total_cal_d23,revenue_total_cal_d24,revenue_total_cal_d25,revenue_total_cal_d26,revenue_total_cal_d27,revenue_total_cal_d28,revenue_total_cal_d29,revenue_total_cal_d30,ad_revenue_total_d1,ad_revenue_total_d2,ad_revenue_total_d3,ad_revenue_total_d4,ad_revenue_total_d5,ad_revenue_total_d6,ad_revenue_total_d7,ad_revenue_total_d8,ad_revenue_total_d9,ad_revenue_total_d10,ad_revenue_total_d11,ad_revenue_total_d12,ad_revenue_total_d13,ad_revenue_total_d14,ad_revenue_total_d15,ad_revenue_total_d16,ad_revenue_total_d17,ad_revenue_total_d18,ad_revenue_total_d19,ad_revenue_total_d20,ad_revenue_total_d21,ad_revenue_total_d22,ad_revenue_total_d23,ad_revenue_total_d24,ad_revenue_total_d25,ad_revenue_total_d26,ad_revenue_total_d27,ad_revenue_total_d28,ad_revenue_total_d29,ad_revenue_total_d30
Organic,unknown,2024-11-07,0.0,689,701.12,700.12,692.88,704.55,703.90,704.40,676.80,704.10,703.95,665.30,704.25,717.40,715.90,716.10,716.05,716.30,728.20,728.05,728.15,728.10,728.30,728.05,728.25,728.10,728.35,728.20,728.40,728.25,728.45,728.60,30.11,41.35,47.02,91.40,103.20,113.80,118.30,121.05,128.70,131.10,135.60,139.10,145.80,148.10,150.20,151.10,152.40,153.10,155.60,157.70,161.40,162.80,165.20,167.60,170.40,172.70,175.10,177.60,179.20,183.10
